Items, Size, Frequency, Support, Score
Organic Avocado, Organic Yellow Onion, 2, 11423, 0.0026284356562494894, 2.2891871504653363
Organic Avocado, Organic Garlic, 2, 14217, 0.0032713358771687814, 2.9436326678779525
Organic Avocado, Carrots, 2, 7712, 0.0017745334659017827, 1.6331946254599332
Organic Avocado, Organic Zucchini, 2, 11945, 0.0027485480096209533, 2.575477833015834
Organic Avocado, Organic Blueberries, 2, 9665, 0.002223919339722605, 2.1709091645254817
Organic Avocado, Cucumber Kirby, 2, 15973, 0.003675391993108036, 3.7783831962468053
Organic Avocado, Organic Fuji Apple, 2, 9742, 0.002241637062346365, 2.474118272453341
Organic Avocado, Organic Lemon, 2, 5716, 0.0013152532794469126, 1.477716785824931
Organic Avocado, Organic Grape Tomatoes, 2, 12905, 0.002969444291683416, 3.4564253638057907
Organic Avocado, Apple Honeycrisp Organic, 2, 7594, 0.0017473816312316049, 2.052732144100683
Organic Avocado, Seedless Red Grapes, 2, 8261, 0.0019008585272062533, 2.2465173155829774
Organic Avocado, Organic Cucumber, 2, 8271, 0.001903159530144404, 2.2953566120348072
Organic Avocado, Honeycrisp Apple, 2, 11609, 0.0026712343108990914, 3.2868672861420203
Organic Avocado, Organic Baby Carrots, 2, 8463, 0.0019473387865568965, 2.4802921907680218
Organic Avocado, Sparkling Water Grapefruit, 2, 6526, 0.0015016345174371152, 1.9427271909050294
Organic Avocado, Organic Half & Half, 2, 5173, 0.0011903088199053322, 1.5446106430210857
Organic Avocado, Organic Large Extra Fancy Fuji Apple, 2, 6276, 0.001444109443983349, 1.896763841313966
Organic Avocado, Yellow Onions, 2, 10058, 0.0023143487551919254, 3.0843110032216767
Organic Avocado, Organic Baby Arugula, 2, 10347, 0.002380847740104479, 3.2222331739944874
Organic Avocado, Organic Gala Apples, 2, 7519, 0.0017301241091954751, 2.3445476746580534
Organic Avocado, Fresh Cauliflower, 2, 8120, 0.0018684143857783293, 2.580381593954825
Organic Avocado, Original Hummus, 2, 8485, 0.001952400993020828, 2.698661889687605
Organic Avocado, Organic Cilantro, 2, 10191, 0.0023449520942693293, 3.29104029925715
Organic Avocado, Half & Half, 2, 5258, 0.0012098673448796126, 1.731392617775441
Organic Avocado, Asparagus, 2, 9553, 0.0021981481068153175, 3.167345126823161
Organic Avocado, Organic Red Onion, 2, 8808, 0.002026723387923094, 2.934648776036801
Organic Avocado, Organic Small Bunch Celery, 2, 6274, 0.001443649243395719, 2.093031329790955
Organic Avocado, Michigan Organic Kale, 2, 10157, 0.002337128684279617, 3.41926505271026
Organic Avocado, Organic Tomato Cluster, 2, 6437, 0.0014811555912875745, 2.272313051464407
Organic Avocado, Organic Blackberries, 2, 6058, 0.0013939475799316647, 2.2126225152298695
Organic Avocado, Organic Italian Parsley Bunch, 2, 5872, 0.0013511489252820627, 2.198049030624815
Organic Avocado, Organic Whole String Cheese, 2, 5922, 0.0013626539399728159, 2.2653646326053556
Organic Avocado, Organic Granny Smith Apple, 2, 5897, 0.0013569014326274393, 2.276212607886201
Organic Avocado, Organic Unsweetened Almond Milk, 2, 5358, 0.0012328773742611191, 2.104139196422847
Organic Avocado, Organic Red Bell Pepper, 2, 6753, 0.0015538672841331352, 2.6605172725731308
Organic Avocado, Red Peppers, 2, 6904, 0.00158861242849921, 2.7991512318624436
Organic Avocado, Green Bell Pepper, 2, 6473, 0.0014894392018649169, 2.6325510087059367
Organic Avocado, Organic Peeled Whole Baby Carrots, 2, 7004, 0.0016116224578807165, 2.857077718942829
Organic Avocado, Red Vine Tomato, 2, 8642, 0.001988526739149793, 3.599188843969905
Organic Avocado, Organic Garnet Sweet Potato (Yam), 2, 7509, 0.0017278231062573244, 3.2498734036440893
Organic Avocado, Boneless Skinless Chicken Breasts, 2, 8119, 0.0018681842854845142, 3.6573361560437236
Organic Avocado, Organic Kiwi, 2, 5999, 0.001380371662596576, 2.7204251710771583
Organic Avocado, Bunched Cilantro, 2, 7808, 0.001796623094108029, 3.8818630254129625
Organic Avocado, Grated Parmesan, 2, 5162, 0.0011877777166733664, 2.5946904729675824
Organic Avocado, Broccoli Crown, 2, 8466, 0.0019480290874383417, 4.440522294682461
Organic Avocado, Organic Lacinato (Dinosaur) Kale, 2, 5103, 0.0011742017993382776, 2.6854237410934547
Organic Avocado, Red Onion, 2, 6580, 0.001514059933303129, 3.490012853788092
Organic Avocado, Jalapeno Peppers, 2, 6878, 0.0015826298208600183, 3.649466085694265
Organic Avocado, Roma Tomato, 2, 5778, 0.0013295194976634466, 3.2326750539318385
Organic Avocado, Orange Bell Pepper, 2, 5421, 0.0012473736927714682, 3.115169671768116
Organic Avocado, Organic Black Beans, 2, 5237, 0.0012050352387094963, 3.121593315082356
Organic Avocado, Feta Cheese Crumbles, 2, 5059, 0.0011640773864104146, 3.5308933350562164
Organic Avocado, No Salt Added Black Beans, 2, 5813, 0.001337573007946974, 4.700466516330611
Large Lemon, Strawberries, 2, 12064, 0.002775929944584946, 2.181867276137324
Large Lemon, Limes, 2, 28998, 0.00667244832004926, 5.344102194020276
Large Lemon, Organic Whole Milk, 2, 10199, 0.00234679289661985, 1.930226346173865
Large Lemon, Organic Raspberries, 2, 8310, 0.0019121334416031916, 1.5750369668199953
Large Lemon, Organic Yellow Onion, 2, 11584, 0.002665481803553715, 2.6597538250764563
Large Lemon, Organic Garlic, 2, 16098, 0.0037041545298349193, 3.8188213702506464
Large Lemon, Carrots, 2, 7587, 0.0017457709291748996, 1.840868540137871
Large Lemon, Organic Zucchini, 2, 12039, 0.0027701774372395696, 2.9740197429266457
Large Lemon, Organic Blueberries, 2, 7150, 0.001645217100777716, 1.8400414488424737
Large Lemon, Cucumber Kirby, 2, 14881, 0.0034241224722619847, 4.033048054485003
Large Lemon, Organic Fuji Apple, 2, 8618, 0.0019830043320982317, 2.5076134573589868
Large Lemon, Organic Grape Tomatoes, 2, 9630, 0.0022158658294390778, 2.955134364494517
Large Lemon, Apple Honeycrisp Organic, 2, 7310, 0.0016820331477881265, 2.263918757555043
Large Lemon, Seedless Red Grapes, 2, 7782, 0.0017906404864688372, 2.4246560772447237
Large Lemon, Organic Cucumber, 2, 7714, 0.0017749936664894128, 2.4527515138222373
Large Lemon, Honeycrisp Apple, 2, 10027, 0.0023072156460836584, 3.252671042098812
Large Lemon, Organic Baby Carrots, 2, 7130, 0.0016406150949014146, 2.394141448706445
Large Lemon, Sparkling Water Grapefruit, 2, 5865, 0.0013495382232253572, 2.000389361935346
Large Lemon, Organic Large Extra Fancy Fuji Apple, 2, 5058, 0.0011638472861165996, 1.7514224917892975
Large Lemon, Yellow Onions, 2, 11504, 0.00264707378004851, 4.041821926335882
Large Lemon, Organic Baby Arugula, 2, 9533, 0.0021935461009390165, 3.4013700168345324
Large Lemon, Organic Gala Apples, 2, 6131, 0.0014107449013801645, 2.1903427022590694
Large Lemon, Fresh Cauliflower, 2, 7311, 0.0016822632480819415, 2.6618676646880024
Large Lemon, Original Hummus, 2, 5762, 0.0013258378929624055, 2.099672953044915
Large Lemon, Organic Cilantro, 2, 8450, 0.0019443474827373008, 3.12647440940786
Large Lemon, Asparagus, 2, 9570, 0.002202059811810174, 3.6353758602091713
Large Lemon, Organic Red Onion, 2, 9333, 0.0021475260421760034, 3.5627213965486684
Large Lemon, Organic Small Bunch Celery, 2, 6858, 0.0015780278149837169, 2.6212622084065944
Large Lemon, Michigan Organic Kale, 2, 9319, 0.0021443046380625924, 3.5943337213660973
Large Lemon, Organic Tomato Cluster, 2, 5372, 0.0012360987783745301, 2.1727133277404804
Large Lemon, Organic Italian Parsley Bunch, 2, 9074, 0.0020879300660779014, 3.8916329724977246
Large Lemon, Organic Granny Smith Apple, 2, 6102, 0.0014040719928595277, 2.69858231977023
Large Lemon, Red Peppers, 2, 5962, 0.0013718579517254185, 2.7694869472761883
Large Lemon, Green Bell Pepper, 2, 5642, 0.0012982258577045977, 2.6289724820418385
Large Lemon, Red Vine Tomato, 2, 7329, 0.0016864050533706126, 3.49717096739183
Large Lemon, Organic Garnet Sweet Potato (Yam), 2, 6851, 0.0015764171129270116, 3.3971918809304005
Large Lemon, Organic Ginger Root, 2, 6453, 0.0014848371959886157, 3.2242667006207393
Large Lemon, Boneless Skinless Chicken Breasts, 2, 6080, 0.0013990097863955963, 3.1379620562190498
Large Lemon, Extra Virgin Olive Oil, 2, 5053, 0.0011626967846475242, 2.610207607080155
Large Lemon, Small Hass Avocado, 2, 5246, 0.001207106141353832, 2.7202507564247176
Large Lemon, Bunched Cilantro, 2, 7045, 0.0016210565699271342, 4.012944656170082
Large Lemon, Grated Parmesan, 2, 5234, 0.001204344937828051, 3.014276209891778
Large Lemon, Broccoli Crown, 2, 7327, 0.0016859448527829825, 4.40315276032629
Large Lemon, Red Onion, 2, 6471, 0.0014889790012772867, 3.9323693576734007
Large Lemon, Jalapeno Peppers, 2, 6673, 0.00153545926062793, 4.0566735095096185
Large Lemon, Orange Bell Pepper, 2, 5322, 0.0012245937636837768, 3.5039583848389517
Large Lemon, Garlic, 2, 5958, 0.0013709375505501582, 4.178698002236414
Strawberries, Limes, 2, 8399, 0.0019326123677527323, 1.6653953127640502
Strawberries, Organic Whole Milk, 2, 7900, 0.0018177923211390148, 1.6086471224811048
Strawberries, Organic Raspberries, 2, 7546, 0.0017363368171284818, 1.5388262150296859
Strawberries, Organic Zucchini, 2, 5818, 0.0013387235094160493, 1.5463585413117826
Strawberries, Organic Blueberries, 2, 10272, 0.0023635902180683495, 2.8441966645965278
Strawberries, Cucumber Kirby, 2, 9118, 0.002098054479005764, 2.6587892595243723
Strawberries, Organic Fuji Apple, 2, 7780, 0.001790180285881207, 2.435660465434402
Strawberries, Organic Grape Tomatoes, 2, 5554, 0.0012779770318488719, 1.8337489084431688
Strawberries, Seedless Red Grapes, 2, 10588, 0.00243630191091391, 3.5494077990965858
Strawberries, Honeycrisp Apple, 2, 7916, 0.001821473925840056, 2.762854165147805
Strawberries, Organic Baby Carrots, 2, 5733, 0.0013191649844417686, 2.0712153936431483
Strawberries, Yellow Onions, 2, 5300, 0.0012195315572198454, 2.003490188413644
Strawberries, Organic Blackberries, 2, 8074, 0.0018578297722628362, 3.635227724073341
Strawberries, Raspberries, 2, 12764, 0.002937000150255492, 6.093060175283469
Strawberries, Blueberries, 2, 9400, 0.0021629427618616126, 4.691284012379955
Strawberries, Hass Avocados, 2, 6179, 0.0014217897154832878, 3.4228285574519446
Strawberries, Blackberries, 2, 5783, 0.001330669999132522, 7.024450283377208
Limes, Organic Whole Milk, 2, 8747, 0.002012687270000375, 1.8149410786165572
Limes, Organic Raspberries, 2, 9818, 0.00225912468467631, 2.0401660291146015
Limes, Organic Yellow Onion, 2, 13294, 0.0030589533059774765, 3.346503813547752
Limes, Organic Garlic, 2, 16600, 0.003819664877330082, 4.3173600221860955
Limes, Carrots, 2, 8529, 0.001962525405948691, 2.2688383933107916
Limes, Organic Zucchini, 2, 10676, 0.002456550736769636, 2.89144379295618
Limes, Organic Blueberries, 2, 5933, 0.0013651850432047816, 1.6739738489981983
Limes, Cucumber Kirby, 2, 11033, 0.002538696541661614, 3.2782921573818387
Limes, Organic Fuji Apple, 2, 5889, 0.0013550606302769187, 1.8786609706154167
Limes, Organic Lemon, 2, 12045, 0.00277155803900246, 3.911472830712329
Limes, Organic Grape Tomatoes, 2, 8236, 0.0018951060198608767, 2.770894812383902
Limes, Apple Honeycrisp Organic, 2, 6709, 0.0015437428712052723, 2.2780015185535545
Limes, Seedless Red Grapes, 2, 6260, 0.001440427839282308, 2.1383855376642797
Limes, Organic Cucumber, 2, 7762, 0.0017860384805925358, 2.70582878668956
Limes, Honeycrisp Apple, 2, 7314, 0.0016829535489633867, 2.6012185405822033
Limes, Organic Baby Carrots, 2, 5430, 0.0012494445954158038, 1.9990003111688126
Limes, Sparkling Water Grapefruit, 2, 5405, 0.0012436920880704273, 2.021133379774279
Limes, Organic Large Extra Fancy Fuji Apple, 2, 5063, 0.001164997787585675, 1.9220858499510283
Limes, Yellow Onions, 2, 10069, 0.0023168798584238914, 3.8785321869708738
Limes, Organic Baby Arugula, 2, 8335, 0.0019178859489485682, 3.26048830469526
Limes, Organic Gala Apples, 2, 5223, 0.0012018138345960853, 2.0457545998367292
Limes, Fresh Cauliflower, 2, 7171, 0.0016500492069478324, 2.8624779883315665
Limes, Original Hummus, 2, 6226, 0.0014326044292925957, 2.4873693172975115
Limes, Organic Cilantro, 2, 18572, 0.004273422656733391, 7.53372218169708
Limes, Asparagus, 2, 7258, 0.001670067932509743, 3.022783908868527
Limes, Organic Red Onion, 2, 11474, 0.002640170771234058, 4.8020668128910415
Limes, Organic Small Bunch Celery, 2, 7077, 0.0016284197793292163, 2.9656161462370605
Limes, Michigan Organic Kale, 2, 7565, 0.001740708722710968, 3.198974472900308
Limes, Organic Tomato Cluster, 2, 5986, 0.0013773803587769802, 2.6543359762114953
Limes, Organic Italian Parsley Bunch, 2, 7798, 0.0017943220911698782, 3.6666468799383045
Limes, Organic Granny Smith Apple, 2, 5447, 0.00125335630041066, 2.641031609664674
Limes, Organic Red Bell Pepper, 2, 6784, 0.0015610003932414022, 3.357296513365531
Limes, Red Peppers, 2, 7033, 0.0016182953664013533, 3.5817949918298218
Limes, Green Bell Pepper, 2, 6640, 0.0015278659509320328, 3.3921402050705627
Limes, Red Vine Tomato, 2, 6886, 0.0015844706232105389, 3.602399863768358
Limes, Organic Garnet Sweet Potato (Yam), 2, 5595, 0.0012874111438952896, 3.041718066800984
Limes, Organic Ginger Root, 2, 8093, 0.0018622016778453224, 4.433345619618331
Limes, Boneless Skinless Chicken Breasts, 2, 5827, 0.0013407944120603847, 3.297174126488632
Limes, Small Hass Avocado, 2, 5729, 0.0013182445832665083, 3.2569585556101823
Limes, Bunched Cilantro, 2, 13049, 0.0030025787339927855, 8.14914715957728
Limes, Red Onion, 2, 6600, 0.0015186619391794301, 4.397234184149119
Limes, Jalapeno Peppers, 2, 11940, 0.002747397508151878, 7.958038109203713
Limes, Roma Tomato, 2, 5037, 0.0011590151799464833, 3.539899989147659
Limes, Organic Black Beans, 2, 5379, 0.0012377094804312356, 4.027446866079953
Limes, Garlic, 2, 5717, 0.0013154833797407277, 4.396037974326228
Limes, No Salt Added Black Beans, 2, 5083, 0.0011695997934619764, 5.162918591798734
Limes, Organic Jalapeno Pepper, 2, 5660, 0.0013023676629932688, 7.944346903208474
Organic Whole Milk, Organic Raspberries, 2, 10765, 0.0024770296629191765, 2.297208722546773
Organic Whole Milk, Organic Yellow Onion, 2, 8372, 0.0019263996598197256, 2.164256885487371
Organic Whole Milk, Organic Garlic, 2, 8722, 0.0020069347626549983, 2.3295401417115404
Organic Whole Milk, Carrots, 2, 5478, 0.001260489409518927, 1.4964817146676876
Organic Whole Milk, Organic Zucchini, 2, 7703, 0.001772462563257447, 2.142446696420741
Organic Whole Milk, Organic Blueberries, 2, 7145, 0.0016440665993086407, 2.0702390313129255
Organic Whole Milk, Cucumber Kirby, 2, 6396, 0.0014717214792411568, 1.9516701960039293
Organic Whole Milk, Organic Fuji Apple, 2, 5424, 0.0012480639936529134, 1.7769306475155655
Organic Whole Milk, Organic Grape Tomatoes, 2, 6667, 0.0015340786588650395, 2.303446316547863
Organic Whole Milk, Apple Honeycrisp Organic, 2, 6993, 0.0016090913546487507, 2.4383928939317707
Organic Whole Milk, Seedless Red Grapes, 2, 6068, 0.0013962485828698155, 2.1286349367877113
Organic Whole Milk, Organic Cucumber, 2, 6295, 0.0014484813495658352, 2.25354558404203
Organic Whole Milk, Honeycrisp Apple, 2, 6418, 0.0014767836857050884, 2.3440427934526538
Organic Whole Milk, Organic Baby Carrots, 2, 6352, 0.001461597066313294, 2.4014163321070088
Organic Whole Milk, Organic Half & Half, 2, 6939, 0.0015966659387827372, 2.672710363148113
Organic Whole Milk, Organic Large Extra Fancy Fuji Apple, 2, 6085, 0.0014001602878646717, 2.3722987232126163
Organic Whole Milk, Organic Gala Apples, 2, 6503, 0.0014963422106793688, 2.6157196981507225
Organic Whole Milk, Fresh Cauliflower, 2, 5452, 0.0012545068018797354, 2.2349212188508734
Organic Whole Milk, Original Hummus, 2, 6255, 0.0014392773378132326, 2.566270365708349
Organic Whole Milk, Organic Cilantro, 2, 5231, 0.0012036546369466059, 2.179112160537825
Organic Whole Milk, Half & Half, 2, 5625, 0.0012943141527097415, 2.389329097417585
Organic Whole Milk, Organic Red Onion, 2, 5129, 0.0011801844069774692, 2.2043979079084046
Organic Whole Milk, Organic Whole String Cheese, 2, 9101, 0.002094142774010908, 4.490940412922802
Organic Whole Milk, Organic Kiwi, 2, 5163, 0.0011880078169671814, 3.0202195412774424
Organic Whole Milk, Organic D'Anjou Pears, 2, 5243, 0.0012064158404723867, 3.1402400088399474
Organic Whole Milk, Grated Parmesan, 2, 5049, 0.0011617763834722641, 3.273794337748242
Organic Raspberries, Organic Yellow Onion, 2, 8987, 0.002067911340515991, 2.3266626068933314
Organic Raspberries, Organic Garlic, 2, 7750, 0.0017832772770667552, 2.07297898209827
Organic Raspberries, Carrots, 2, 5135, 0.0011815650087403597, 1.4048466326806572
Organic Raspberries, Organic Zucchini, 2, 9806, 0.002256363481150529, 2.7313735333417934
Organic Raspberries, Organic Blueberries, 2, 14156, 0.0032572997592460627, 4.107692200157326
Organic Raspberries, Organic Fuji Apple, 2, 5256, 0.0012094071442919825, 1.7244286662612645
Organic Raspberries, Organic Lemon, 2, 10588, 0.00243630191091391, 3.53614825584086
Organic Raspberries, Organic Grape Tomatoes, 2, 8466, 0.0019480290874383417, 2.929307640595123
Organic Raspberries, Apple Honeycrisp Organic, 2, 10855, 0.0024977386893625326, 3.790609649059673
Organic Raspberries, Seedless Red Grapes, 2, 6348, 0.0014606766651380338, 2.2301373539016294
Organic Raspberries, Organic Cucumber, 2, 9183, 0.0021130109981037436, 3.2922611512929323
Organic Raspberries, Honeycrisp Apple, 2, 5197, 0.0011958312269568937, 1.900892776210953
Organic Raspberries, Organic Baby Carrots, 2, 6314, 0.0014528532551483216, 2.390565393798869
Organic Raspberries, Sparkling Water Grapefruit, 2, 5154, 0.0011859369143228458, 1.9821052379421296
Organic Raspberries, Organic Large Extra Fancy Fuji Apple, 2, 8935, 0.0020559461252376075, 3.488529738904332
Organic Raspberries, Organic Baby Arugula, 2, 5590, 0.0012862606424262142, 2.248908930621327
Organic Raspberries, Organic Gala Apples, 2, 7740, 0.0017809762741286045, 3.117866313806787
Organic Raspberries, Fresh Cauliflower, 2, 6853, 0.0015768773135146417, 2.8133656699360574
Organic Raspberries, Original Hummus, 2, 7346, 0.0016903167583654688, 3.0183187326645196
Organic Raspberries, Organic Cilantro, 2, 5808, 0.0013364225064778986, 2.4230398244801936
Organic Raspberries, Asparagus, 2, 5936, 0.0013658753440862269, 2.542535636104427
Organic Raspberries, Organic Red Onion, 2, 5446, 0.001253126200116845, 2.344088522018041
Organic Raspberries, Organic Small Bunch Celery, 2, 6557, 0.0015087676265453823, 2.825881486581774
Organic Raspberries, Organic Tomato Cluster, 2, 6050, 0.0013921067775811444, 2.759037314918218
Organic Raspberries, Organic Blackberries, 2, 11046, 0.0025416878454812097, 5.211954827581912
Organic Raspberries, Organic Whole String Cheese, 2, 7059, 0.001624277974040545, 3.4884334361445686
Organic Raspberries, Organic Granny Smith Apple, 2, 6786, 0.0015614605938290324, 3.3838655405232747
Organic Raspberries, Organic Red Bell Pepper, 2, 6443, 0.001482536193050465, 3.279253646457295
Organic Raspberries, Organic Peeled Whole Baby Carrots, 2, 5149, 0.0011847864128537707, 2.713415830853282
Organic Raspberries, Organic Kiwi, 2, 7624, 0.0017542846400460568, 4.4664076220145645
Organic Raspberries, Organic D'Anjou Pears, 2, 7151, 0.0016454472010715311, 4.289323906469886
Organic Raspberries, Organic Reduced Fat 2% Milk, 2, 5753, 0.00132376699031807, 3.5509963512202884
Organic Raspberries, Organic Navel Orange, 2, 5505, 0.0012667021174519338, 3.7531355446055197
Organic Raspberries, Organic Whole Strawberries, 2, 5393, 0.0012409308845446464, 5.032629978764679
Organic Raspberries, Frozen Organic Wild Blueberries, 2, 5755, 0.0013242271909057, 5.663152899961566
Organic Yellow Onion, Organic Garlic, 2, 22923, 0.005274589035122739, 7.427759208722458
Organic Yellow Onion, Carrots, 2, 10490, 0.0024137520821200338, 3.4766191724159183
Organic Yellow Onion, Organic Zucchini, 2, 12727, 0.0029284864393843346, 4.294458574450636
Organic Yellow Onion, Organic Blueberries, 2, 5036, 0.0011587850796526682, 1.7702566176440742
Organic Yellow Onion, Organic Lemon, 2, 11002, 0.002531563432553347, 4.4512433574222925
Organic Yellow Onion, Organic Grape Tomatoes, 2, 7022, 0.0016157642631693875, 2.9433418879657847
Organic Yellow Onion, Apple Honeycrisp Organic, 2, 7800, 0.0017947822917575083, 3.299643378684005
Organic Yellow Onion, Organic Cucumber, 2, 8347, 0.001920647152474349, 3.62521085947558
Organic Yellow Onion, Organic Baby Carrots, 2, 5064, 0.00116522788787949, 2.322645414375898
Organic Yellow Onion, Organic Large Extra Fancy Fuji Apple, 2, 6424, 0.0014781642874679786, 3.0384113573482017
Organic Yellow Onion, Organic Baby Arugula, 2, 6043, 0.0013904960755244389, 2.945139165616812
Organic Yellow Onion, Organic Gala Apples, 2, 5584, 0.001284880040663324, 2.7249284577224664
Organic Yellow Onion, Fresh Cauliflower, 2, 8194, 0.001885441807520644, 4.075065345296934
Organic Yellow Onion, Organic Cilantro, 2, 8939, 0.0020568665264128674, 4.517686055225574
Organic Yellow Onion, Asparagus, 2, 5131, 0.0011806446075650994, 2.662369545596749
Organic Yellow Onion, Organic Red Onion, 2, 8088, 0.001861051176376247, 4.217262941698211
Organic Yellow Onion, Organic Small Bunch Celery, 2, 11465, 0.0026380998685897224, 5.98571431865451
Organic Yellow Onion, Michigan Organic Kale, 2, 6457, 0.0014857575971638757, 3.40180028282609
Organic Yellow Onion, Organic Tomato Cluster, 2, 7315, 0.0016831836492572018, 4.0411939647630035
Organic Yellow Onion, Organic Italian Parsley Bunch, 2, 9598, 0.0022085026200369955, 5.622672470416682
Organic Yellow Onion, Organic Red Bell Pepper, 2, 7919, 0.0018221642267215012, 4.882591463590452
Organic Yellow Onion, Red Peppers, 2, 6326, 0.0014556144586741022, 4.013890118721614
Organic Yellow Onion, Green Bell Pepper, 2, 8273, 0.0019036197307320342, 5.265564338533892
Organic Yellow Onion, Organic Garnet Sweet Potato (Yam), 2, 7545, 0.0017361067168346668, 5.110392945404641
Organic Yellow Onion, Organic Ginger Root, 2, 7059, 0.001624277974040545, 4.817718446311643
Organic Yellow Onion, Organic Lacinato (Dinosaur) Kale, 2, 5342, 0.0012291957695600782, 4.399485096990593
Organic Yellow Onion, Organic Carrot Bunch, 2, 5433, 0.001250134896297249, 5.339963974910288
Organic Yellow Onion, Organic Russet Potato, 2, 5422, 0.0012476037930652833, 5.938460313739476
Organic Garlic, Carrots, 2, 9678, 0.0022269106435422008, 3.313918155042108
Organic Garlic, Organic Zucchini, 2, 11106, 0.0025554938631101136, 3.8718147563396075
Organic Garlic, Cucumber Kirby, 2, 6048, 0.0013916465769935142, 2.3132178308878824
Organic Garlic, Organic Lemon, 2, 11060, 0.0025449092495946207, 4.623164565843457
Organic Garlic, Organic Grape Tomatoes, 2, 7470, 0.0017188491947985368, 3.2350054427236734
Organic Garlic, Apple Honeycrisp Organic, 2, 6072, 0.0013971689840450757, 2.6538641788422948
Organic Garlic, Organic Cucumber, 2, 7754, 0.0017841976782420155, 3.4793905799307794
Organic Garlic, Organic Large Extra Fancy Fuji Apple, 2, 5010, 0.0011528024720134766, 2.4482360706104127
Organic Garlic, Yellow Onions, 2, 9076, 0.0020883902666655315, 4.5001424199071405
Organic Garlic, Organic Baby Arugula, 2, 7123, 0.0016390043928447091, 3.586664044928558
Organic Garlic, Fresh Cauliflower, 2, 8380, 0.0019282404621702462, 4.305832823924472
Organic Garlic, Organic Cilantro, 2, 10277, 0.0023647407195374246, 5.366214082048632
Organic Garlic, Asparagus, 2, 5969, 0.001373468653782124, 3.1999443746029423
Organic Garlic, Organic Red Onion, 2, 10533, 0.0024236463947540816, 5.674350380154489
Organic Garlic, Organic Small Bunch Celery, 2, 9517, 0.0021898644962379753, 5.133534954195039
Organic Garlic, Michigan Organic Kale, 2, 7667, 0.0017641789526801047, 4.173284743419865
Organic Garlic, Organic Tomato Cluster, 2, 6359, 0.0014632077683699994, 3.629599597855166
Organic Garlic, Organic Italian Parsley Bunch, 2, 12031, 0.002768336634889049, 7.28179242881195
Organic Garlic, Organic Red Bell Pepper, 2, 6222, 0.0014316840281173354, 3.9635521723009703
Organic Garlic, Red Peppers, 2, 5352, 0.001231496772498229, 3.5085439770006612
Organic Garlic, Green Bell Pepper, 2, 6392, 0.0014708010780658965, 4.203327155321644
Organic Garlic, Organic Garnet Sweet Potato (Yam), 2, 6458, 0.0014859876974576908, 4.519263035602062
Organic Garlic, Organic Ginger Root, 2, 11236, 0.0025854069013060725, 7.922905796640297
Organic Garlic, Grated Parmesan, 2, 5310, 0.0012218325601579961, 4.315660944383191
Organic Garlic, Organic Lacinato (Dinosaur) Kale, 2, 5661, 0.0013025977632870839, 4.816878035099397
Organic Garlic, Jalapeno Peppers, 2, 5459, 0.0012561175039364407, 4.6834457531082
Carrots, Organic Zucchini, 2, 8432, 0.0019402056774486295, 3.0066492702816148
Carrots, Cucumber Kirby, 2, 5391, 0.0012404706839570163, 2.1089648975605497
Carrots, Organic Lemon, 2, 5158, 0.001186857315498106, 2.2052652511987607
Carrots, Yellow Onions, 2, 6351, 0.001461366966019479, 3.2208400257771923
Carrots, Fresh Cauliflower, 2, 5367, 0.0012349482769054548, 2.820590321653413
Carrots, Organic Small Bunch Celery, 2, 8494, 0.0019544718956651637, 4.686234116271087
Carrots, Michigan Organic Kale, 2, 5274, 0.0012135489495806537, 2.9362156590134822
Carrots, Organic Italian Parsley Bunch, 2, 5467, 0.0012579583062869613, 3.3843939707057467
Organic Zucchini, Organic Blueberries, 2, 5665, 0.0013035181644623442, 2.142500632623249
Organic Zucchini, Cucumber Kirby, 2, 6330, 0.0014565348598493625, 2.521183582676141
Organic Zucchini, Organic Lemon, 2, 7615, 0.0017522137374017214, 3.3147451600162614
Organic Zucchini, Organic Grape Tomatoes, 2, 8249, 0.0018980973236804727, 3.720075285761105
Organic Zucchini, Apple Honeycrisp Organic, 2, 6377, 0.0014673495736586707, 2.9024139865100183
Organic Zucchini, Organic Cucumber, 2, 8676, 0.0019963501491395055, 4.054085854416709
Organic Zucchini, Organic Baby Carrots, 2, 5492, 0.0012637108136323379, 2.7101310038293613
Organic Zucchini, Organic Large Extra Fancy Fuji Apple, 2, 5743, 0.0013214659873799193, 2.922472237984006
Organic Zucchini, Yellow Onions, 2, 6334, 0.0014574552610246228, 3.27043740969422
Organic Zucchini, Organic Baby Arugula, 2, 5753, 0.00132376699031807, 3.016602873867104
Organic Zucchini, Organic Gala Apples, 2, 5328, 0.0012259743654466672, 2.797334815205543
Organic Zucchini, Fresh Cauliflower, 2, 8921, 0.0020527247211241965, 4.7733435904313914
Organic Zucchini, Organic Cilantro, 2, 6852, 0.0015766472132208267, 3.7257610999728175
Organic Zucchini, Asparagus, 2, 7261, 0.0016707582333911882, 4.053529130734039
Organic Zucchini, Organic Red Onion, 2, 7928, 0.0018242351293658366, 4.447579482101501
Organic Zucchini, Organic Small Bunch Celery, 2, 7374, 0.0016967595665922906, 4.142052498414775
Organic Zucchini, Michigan Organic Kale, 2, 6424, 0.0014781642874679786, 3.641280189055859
Organic Zucchini, Organic Tomato Cluster, 2, 6129, 0.0014102847007925344, 3.6429694237626995
Organic Zucchini, Organic Italian Parsley Bunch, 2, 6722, 0.001546734175024868, 4.236732926210268
